ID,wav,words,length
adapt_sample_1911_noisy,../data/adapt/adapt_sample_1911_noisy.wav,وبعد كده إيه اللي حصل بعد كده,2.184
adapt_sample_1912_noisy,../data/adapt/adapt_sample_1912_noisy.wav,ده كان مختصر أسبوع عشان الناس عايزه إيه كلمتين و تخرج كده إنت أخدت المفيد اللي عايز بقى يسمع الكلام اللي هقوله عن السوق يقدر يتواصل معانا بس هتكلم في إيه المفيد أهو في كلمتين,12.672
adapt_sample_1913_noisy,../data/adapt/adapt_sample_1913_noisy.wav,بس,0.6530625
adapt_sample_1914_noisy,../data/adapt/adapt_sample_1914_noisy.wav,و الله و من ناحية وسخ فهو وسخ بقى ربنا يسامحه المهم انا في القسم دلوقتي اعمل ايه طيب,6.84
adapt_sample_1915_noisy,../data/adapt/adapt_sample_1915_noisy.wav,إنتي كنتوا بتتصوروا يا رضوى ده كان مقلب بس مش أكتر,3.552
adapt_sample_1916_noisy,../data/adapt/adapt_sample_1916_noisy.wav,كل كلمة حب حلوه قلتهالي,5.38125
adapt_sample_1917_noisy,../data/adapt/adapt_sample_1917_noisy.wav,فتوى فتوى غريبه إنت سمعتها قبل كده,3.2391875
adapt_sample_1918_noisy,../data/adapt/adapt_sample_1918_noisy.wav,لو كف إيدك قد وشك هتخش الجنه قيسوا كده,3.2391875
adapt_sample_1919_noisy,../data/adapt/adapt_sample_1919_noisy.wav,تعالى هنا خايف مين يا محمد اجمد,2.568
adapt_sample_1920_noisy,../data/adapt/adapt_sample_1920_noisy.wav,أكبر هبده أو فاتيه سمعتها في حياتك,3.2914375
adapt_sample_1921_noisy,../data/adapt/adapt_sample_1921_noisy.wav,يا ابن الكلب,1.08
adapt_sample_1922_noisy,../data/adapt/adapt_sample_1922_noisy.wav,تمام لأن أنا ممكن أكون مسافر على طيران مثلا حجزت مثلا على طيران بلدي البلد اللي انا فيها أو أي بلد تانيه فهتوديني روما أحجز بقى طيران داخلي,10.536
adapt_sample_1923_noisy,../data/adapt/adapt_sample_1923_noisy.wav,وجسمي ينزل,0.8881875
adapt_sample_1924_noisy,../data/adapt/adapt_sample_1924_noisy.wav,هو سؤال بس إنت هتقف تتكلم خلاص,2.742875
adapt_sample_1925_noisy,../data/adapt/adapt_sample_1925_noisy.wav,إيطاليا إم إنتي منين أصلا,1.54125
adapt_sample_1926_noisy,../data/adapt/adapt_sample_1926_noisy.wav,نجيب مدرب وطني,1.201625
adapt_sample_1927_noisy,../data/adapt/adapt_sample_1927_noisy.wav,أنا بغني من زمان لعبد الحليم ولا ام كلثوم,4.3885625
adapt_sample_1928_noisy,../data/adapt/adapt_sample_1928_noisy.wav,لو البنت اللي انت هتحبها أول فتاة أحلامك قالتلك أنا مش هرتبط بيك عشان انت سرسجي هترد تقولها إيه,6.321625
adapt_sample_1929_noisy,../data/adapt/adapt_sample_1929_noisy.wav,سيخ كده هو بص أه بتعمل سيخ كده,2.742875
adapt_sample_1930_noisy,../data/adapt/adapt_sample_1930_noisy.wav,العمليه مش أي كلام,2.0636875
adapt_sample_1931_noisy,../data/adapt/adapt_sample_1931_noisy.wav,ماشي,3.1346875
adapt_sample_1932_noisy,../data/adapt/adapt_sample_1932_noisy.wav,يعني في الشهر بتلات تلاف يورو فا هو بقى بيعمل إيه بقى بيديك ورقه من عنده,8.16
adapt_sample_1933_noisy,../data/adapt/adapt_sample_1933_noisy.wav,قسم إيه,1.8
adapt_sample_1934_noisy,../data/adapt/adapt_sample_1934_noisy.wav,الفول الاسكندراني بيبقى زي الفول العادي و خلطة العادي وعليه الخلطه دي أيوه,4.032
adapt_sample_1935_noisy,../data/adapt/adapt_sample_1935_noisy.wav,وأنا بروح أسمع عنده في الكافيه,1.43675
adapt_sample_1936_noisy,../data/adapt/adapt_sample_1936_noisy.wav,أيوه معنا,1.489
adapt_sample_1937_noisy,../data/adapt/adapt_sample_1937_noisy.wav,أقسم بالله الحاج بيقولك لازم يقرصوا العروسه عشان تحصلها والكلام ده,4.8849375
adapt_sample_1938_noisy,../data/adapt/adapt_sample_1938_noisy.wav,إيه,2.328
adapt_sample_1939_noisy,../data/adapt/adapt_sample_1939_noisy.wav,إنما,1.12325
adapt_sample_1940_noisy,../data/adapt/adapt_sample_1940_noisy.wav,إيه ده والله ما بهزر,1.358375
adapt_sample_1941_noisy,../data/adapt/adapt_sample_1941_noisy.wav,بجا بجد حاجه ضخمه,2.112
adapt_sample_1942_noisy,../data/adapt/adapt_sample_1942_noisy.wav,إنت عارف إن انا مبا مبكلش الفول المطحون ده أصلا,2.88
adapt_sample_1943_noisy,../data/adapt/adapt_sample_1943_noisy.wav,يروح كاتب الرقم عشان خاطر ده برضو بيظهر إن انت راجل بتصرف في البلد اللي هو اسمه الرقم الضريبي حلو الكلام,12.144
adapt_sample_1944_noisy,../data/adapt/adapt_sample_1944_noisy.wav,المهم إن انت تكون داخل قانون في ناس بتسألني هو انا لو واخد التأشيره بأسبوع ولا بأسبوعين ولا لو واخدها بيوم واحد,9.024
adapt_sample_1945_noisy,../data/adapt/adapt_sample_1945_noisy.wav,يعني متفكرش نفسك إن إنت ذكي حاول إن إنت تبقى إنت قاعد إنت السفير أنا أشوف الورق ده إيه الراجل ده فعلا طالع يعمل سياحه و لا مش طالع يعمل سياحه,12.192
adapt_sample_1946_noisy,../data/adapt/adapt_sample_1946_noisy.wav,طبعا الكلام ده إنت بقى شوف أي بلد إنت عايز تقدمها شوف الأماكن اللي فيها واعمل حجز داخلي للطيران في دوله واحده متعملش كذا دوله بقى عشان خاطر إيه متبقاش فيها عشان واحد يقولك إيه روح إعمل سياحه في إيطاليا و روح إحجز مش عارف في أسبانيا و بعدين,16.92
adapt_sample_1947_noisy,../data/adapt/adapt_sample_1947_noisy.wav,اخويا مصري انت عايزني,1.632
adapt_sample_1948_noisy,../data/adapt/adapt_sample_1948_noisy.wav,بيطلبوا بقى منك في ال في العقد اللي هو بتاع العقد الحر الإكتيفيدات ده اسمه الإكتيفيدات أو الإيصالات الخضره بالعربي,9.384
adapt_sample_1949_noisy,../data/adapt/adapt_sample_1949_noisy.wav,و هطلع من روما على ميلانو هتلاقي إن أنا قاطع تذكره من ميلانو فمن روما لميلانو,7.344
adapt_sample_1950_noisy,../data/adapt/adapt_sample_1950_noisy.wav,عشان بس,0.6530625
adapt_sample_1951_noisy,../data/adapt/adapt_sample_1951_noisy.wav,جنب الحيطه يا جماعه لأن هو بيحب يمشي جنب الإيه جنب الحيطه و هتسيبهاله جميل جدا و بكده يبقى انت الفار هتلاقيه الصبح مقلوب إن شاء الله و لو في شباك عندك بقى لو في شباك عندك,15.168
adapt_sample_1952_noisy,../data/adapt/adapt_sample_1952_noisy.wav,لازم لازم,1.0449375
adapt_sample_1953_noisy,../data/adapt/adapt_sample_1953_noisy.wav,ده اسمه إيه في الشارع ده في كافيهات شايفين العماره الصفرا دي,8.16
adapt_sample_1954_noisy,../data/adapt/adapt_sample_1954_noisy.wav,وإيه المهم إن عنده مشكله إن في حاجه بتاكل البط و الفراخ من عنده و بالذات البط الصغير و الفراخ الصغيره,7.272
adapt_sample_1955_noisy,../data/adapt/adapt_sample_1955_noisy.wav,غينيا ولا جنوب,0.9143125
adapt_sample_1956_noisy,../data/adapt/adapt_sample_1956_noisy.wav,بدون ما تساعده يعني عايزك تقولي أسماء حداشر لاعب بتوع المنتخب اللي لعبوا,4.5453125
adapt_sample_1957_noisy,../data/adapt/adapt_sample_1957_noisy.wav,هنخش بقى على إيه يا جماعه إنت هتروح هتتغدى إنت ذات نفسك أكلت سمك,7.728
adapt_sample_1958_noisy,../data/adapt/adapt_sample_1958_noisy.wav,يا مفتري ابن المفتريه,1.872
adapt_sample_1959_noisy,../data/adapt/adapt_sample_1959_noisy.wav,<fil>,1.824
adapt_sample_1960_noisy,../data/adapt/adapt_sample_1960_noisy.wav,و إن كان المصلى ورائيا و ما بيا اشراقا غير أن حبها كعود الشذى أعيي طبيبه المداويه,6.0343125
adapt_sample_1961_noisy,../data/adapt/adapt_sample_1961_noisy.wav,دلوقتي بقى هقولكوا على إيه اللي حصل لما دخلت سألت الست جواه لما بتقدملك الأوراق كلها بتابع الملف بتاعك من الألف للياء طبعا ده ده إسم المكتب أنا صورتهولكو وبرضو دي الورقه أهي لو عاوزين تعملوا بحث أو تعملوا سيرش على,27.144
adapt_sample_1962_noisy,../data/adapt/adapt_sample_1962_noisy.wav,هو ليه,0.47
adapt_sample_1963_noisy,../data/adapt/adapt_sample_1963_noisy.wav,إتصل عليا أحد أصحابي عنده مزرعة بط ومزرعه فراخ وحاجات زي كده,4.584
adapt_sample_1964_noisy,../data/adapt/adapt_sample_1964_noisy.wav,يعني روحت اشتريت أكل و شرب و مش عارف إيه و أنا بدفع و أنا بدفع الفلوس بيقولي إديني رقم ال بتاعك,7.584
adapt_sample_1965_noisy,../data/adapt/adapt_sample_1965_noisy.wav,تمام خمس تيام تاني,3.336
adapt_sample_1966_noisy,../data/adapt/adapt_sample_1966_noisy.wav,جاب التنين,1.097125
adapt_sample_1967_noisy,../data/adapt/adapt_sample_1967_noisy.wav,ده بقى اللي خرب الدنيا عند عمك موسى ومدمر الدنيا,3.144
adapt_sample_1968_noisy,../data/adapt/adapt_sample_1968_noisy.wav,صباح الفل خدها قاعده كده كل شيء جميل معمول بإتقان كان وراه حب وراه إخلاص زي مصر الجديده كده بالظبط,10.488
adapt_sample_1969_noisy,../data/adapt/adapt_sample_1969_noisy.wav,يتابعوا الأوراق بتاعتك في الصيف إمتى هيجيلك الميعاد لما يجيلك الميعاد بقى إيه اللي بيحصل أنا أقولك إيه اللي بيحصل بيديك ورقه زي دي,10.608
adapt_sample_1970_noisy,../data/adapt/adapt_sample_1970_noisy.wav,إنت طلعت في التليفزيون دلوقتي,2.856
adapt_sample_1971_noisy,../data/adapt/adapt_sample_1971_noisy.wav,بالرغم إن إحنا دلوقتي داخل الساعه تمانيه ونص التجار ما فيش غير واحد بالظبط والتاني لسه نازل دلوقتي والاتنين اللي هما إيه بيلموا عشان يسلموا مش بيلموا لحسابهم,9.552
adapt_sample_1972_noisy,../data/adapt/adapt_sample_1972_noisy.wav,يا بنتي لو خمستلاف جنيه,2.64
adapt_sample_1973_noisy,../data/adapt/adapt_sample_1973_noisy.wav,لأ لأن انا أصلا أنا أصلا مبقعدتش مع بنات في العموم,3.2914375
adapt_sample_1974_noisy,../data/adapt/adapt_sample_1974_noisy.wav,الفتوى دي فتوة شاورما ولا فتوة لحمه,4.7804375
adapt_sample_1975_noisy,../data/adapt/adapt_sample_1975_noisy.wav,طيب,3.024
adapt_sample_1976_noisy,../data/adapt/adapt_sample_1976_noisy.wav,سلام سلام,1.248
adapt_sample_1977_noisy,../data/adapt/adapt_sample_1977_noisy.wav,طب وبعدين,1.488
adapt_sample_1978_noisy,../data/adapt/adapt_sample_1978_noisy.wav,يبقى أنا حجزت من بلدي على روما هطلع من روما بعد خمس تيام طيران داخلي تمام كل ده ببلاش كل ده بتحجزه بتعمل حجز طيران ببلاش بس هو ده,12.192
adapt_sample_1979_noisy,../data/adapt/adapt_sample_1979_noisy.wav,أنا من ساعة ما نزلت أنا مغطي عصافيري ما شيلتش الغطا عنهم أنا نازل بعصافير إن في حد متفق معايا هيقابلني هياخد حاجه منهم فأنا من ساعة ما نزلت مغطي العصافير مقدرتش أرفع الغطا عنهم,12.048
adapt_sample_1980_noisy,../data/adapt/adapt_sample_1980_noisy.wav,أيوه,1.306125
adapt_sample_1981_noisy,../data/adapt/adapt_sample_1981_noisy.wav,كده دي كده يا جماعه الجره الجره دي كده إيه مش طبيعيه إحنا بندور من ساعتها على جره,6.216
adapt_sample_1982_noisy,../data/adapt/adapt_sample_1982_noisy.wav,بجد والله,0.7575625
adapt_sample_1983_noisy,../data/adapt/adapt_sample_1983_noisy.wav,لا مركز مع الماتش,1.1755
adapt_sample_1984_noisy,../data/adapt/adapt_sample_1984_noisy.wav,ليه,0.7314375
adapt_sample_1985_noisy,../data/adapt/adapt_sample_1985_noisy.wav,أه,0.6
adapt_sample_1986_noisy,../data/adapt/adapt_sample_1986_noisy.wav,اسبجتي,1.515125
adapt_sample_1987_noisy,../data/adapt/adapt_sample_1987_noisy.wav,هو اللي تعبان بتاع الدليفري اللي بيقولوا عليه طيار,4.7281875
adapt_sample_1988_noisy,../data/adapt/adapt_sample_1988_noisy.wav,تحرير,0.6
adapt_sample_1989_noisy,../data/adapt/adapt_sample_1989_noisy.wav,ماما ده ببلاش على فكره,1.43675
adapt_sample_1990_noisy,../data/adapt/adapt_sample_1990_noisy.wav,كده بقى قليل,1.671875
adapt_sample_1991_noisy,../data/adapt/adapt_sample_1991_noisy.wav,و ان شاء الله خير العماره الصفرا اهي شايفينها يعني هو ما يطولش يعني أنا وصفتهالكوا بالتفصيل لأي حد ما عندوش حد هنا مش محتاج ان حد يساعده مش محتاج انه يروح مكتب مش محتاج ان هو يروح لأي حد,19.32
adapt_sample_1992_noisy,../data/adapt/adapt_sample_1992_noisy.wav,زي ما انتو شايفين وحطينا في الشباك وحطنا برضو إيه حاجه إيه بحيث إن هي إيه و هو بياكل ما يقعش منه الإيه الأكل بره و إن شاء الله إن شاء الله الطريقتين دول,14.208
adapt_sample_1993_noisy,../data/adapt/adapt_sample_1993_noisy.wav,أه لو مكلتهاش كانت تضربني بالشبشب,2.351
adapt_sample_1994_noisy,../data/adapt/adapt_sample_1994_noisy.wav,دعواتكم بقى معانا إن شاء الله,1.872
adapt_sample_1995_noisy,../data/adapt/adapt_sample_1995_noisy.wav,وبما إن الحب ما بتحكمهوش حدود جغرافيه فمتستغربش لما تعرف إن البارون ده مكنش مصري ولكن بلجيكي,10.488
adapt_sample_1996_noisy,../data/adapt/adapt_sample_1996_noisy.wav,أبوك هيفشخك وأمك لو عرفت يالهوي,3.12
adapt_sample_1997_noisy,../data/adapt/adapt_sample_1997_noisy.wav,حضرتك على القناه الكام,1.9330625
adapt_sample_1998_noisy,../data/adapt/adapt_sample_1998_noisy.wav,عشان انا حزين بجد,1.097125
adapt_sample_1999_noisy,../data/adapt/adapt_sample_1999_noisy.wav,خلص كام كام,0.8881875
adapt_sample_2000_noisy,../data/adapt/adapt_sample_2000_noisy.wav,أنا هرمي إن انا نفسي أرمي نفسي,1.410625
adapt_sample_2001_noisy,../data/adapt/adapt_sample_2001_noisy.wav,من سنة تمانين وحضرتك عامل عربية فول ولا محل فول,3.576
adapt_sample_2002_noisy,../data/adapt/adapt_sample_2002_noisy.wav,السيستم هيقبل مش هيقبل فالسيستم بتاع الصيف بتاع البرتغال لازم توفرله الأوراق دي لو في ورقه ناقصه,10.008
adapt_sample_2003_noisy,../data/adapt/adapt_sample_2003_noisy.wav,في حته اسمها روسيا أنا كنت روحته قبل كده بس طبعا مش هروحه عشان بعيد ده عنوانه يا جماعه و الإيميل بتاعه تقدروا تتواصلوا معاه أهو ده الإيميل ده الإيميل أهو الإيميل ده,15.96
adapt_sample_2004_noisy,../data/adapt/adapt_sample_2004_noisy.wav,منين من مصر يعني,1.33225
adapt_sample_2005_noisy,../data/adapt/adapt_sample_2005_noisy.wav,أه يا بابا خلصته ورحت قسم الوايلي,3.096
adapt_sample_2006_noisy,../data/adapt/adapt_sample_2006_noisy.wav,إنت عندك عقدة خواجه,1.1755
adapt_sample_2007_noisy,../data/adapt/adapt_sample_2007_noisy.wav,يعني لو ربنا كرمك ولبست في جوازه فالخزوق مطول معاك,4.8326875
adapt_sample_2008_noisy,../data/adapt/adapt_sample_2008_noisy.wav,أنا معايا ست لغات,2.2465625
adapt_sample_2009_noisy,../data/adapt/adapt_sample_2009_noisy.wav,أسامه حسن بتاع اللعب لا لا,2.71675
adapt_sample_2010_noisy,../data/adapt/adapt_sample_2010_noisy.wav,متعيطيش لامؤاخذه معاكو ربنا و ربنا ما يهزر,7.392
adapt_sample_2011_noisy,../data/adapt/adapt_sample_2011_noisy.wav,أيه,0.6
adapt_sample_2012_noisy,../data/adapt/adapt_sample_2012_noisy.wav,بعد ما بتجمع الأوراق بتاعتك فا هاخدكو كده المنطقه اللي إحنا رايحينها اسمها الجيش الجيش,11.088
adapt_sample_2013_noisy,../data/adapt/adapt_sample_2013_noisy.wav,بالنيات برضو,1.097125
adapt_sample_2014_noisy,../data/adapt/adapt_sample_2014_noisy.wav,هتلاقي المكتب فين على إيدك اليمين تعبت عايز تشرب قهوه اهي ما فيش ما فيش أي مشاكل ما فيش أسهل من كده أنا بديك الخطوات بالتفصيل عشان إن شاء الله ما تحتاجش لحد لو حبيت تروح المكتب ده أهي,17.472
adapt_sample_2015_noisy,../data/adapt/adapt_sample_2015_noisy.wav,صهد يا جماعه لأنه فعلا,2.016
adapt_sample_2016_noisy,../data/adapt/adapt_sample_2016_noisy.wav,البطاطس المحشيه ده إيه بقى,2.832
adapt_sample_2017_noisy,../data/adapt/adapt_sample_2017_noisy.wav,ماشي يا بابا سلام,1.344
adapt_sample_2018_noisy,../data/adapt/adapt_sample_2018_noisy.wav,إيه القناعه,1.149375
adapt_sample_2019_noisy,../data/adapt/adapt_sample_2019_noisy.wav,سايبه المطبخ,0.9665625
adapt_sample_2020_noisy,../data/adapt/adapt_sample_2020_noisy.wav,يعني كده مشيت الراجل,1.8024375
adapt_sample_2021_noisy,../data/adapt/adapt_sample_2021_noisy.wav,خلص أكلك عشان الطبق يدعيلك,1.54125
adapt_sample_2022_noisy,../data/adapt/adapt_sample_2022_noisy.wav,عياله,1.22775
adapt_sample_2023_noisy,../data/adapt/adapt_sample_2023_noisy.wav,عشان الملل,0.9404375
adapt_sample_2024_noisy,../data/adapt/adapt_sample_2024_noisy.wav,الحب الحقيقي,2.1420625
adapt_sample_2025_noisy,../data/adapt/adapt_sample_2025_noisy.wav,كل سنه وانتي طيبه أولا,1.272
adapt_sample_2026_noisy,../data/adapt/adapt_sample_2026_noisy.wav,الماتش الأخير,0.9926875
adapt_sample_2027_noisy,../data/adapt/adapt_sample_2027_noisy.wav,إيه,1.392
adapt_sample_2028_noisy,../data/adapt/adapt_sample_2028_noisy.wav,يا ريت يعني,1.5935
adapt_sample_2029_noisy,../data/adapt/adapt_sample_2029_noisy.wav,بيطلبوا بقى منك الرقم ده بس بس من ساعة ما بتعمله لازم يعدي عليه ست شهور,8.856
adapt_sample_2030_noisy,../data/adapt/adapt_sample_2030_noisy.wav,طبعا طلعت أمي بعد سنتين بعد ما أنا جيت يعني أنا كان أنا كنت على يدها يعني,7.944
adapt_sample_2031_noisy,../data/adapt/adapt_sample_2031_noisy.wav,ده هديه من برنامج واحد من الناس تمن تلاف جنيه حضرتك,3.048
adapt_sample_2032_noisy,../data/adapt/adapt_sample_2032_noisy.wav,<fil> أشوفكم في حاجه جديده إن شاء الله سلام عليكم وعليكم السلام,7.608
adapt_sample_2033_noisy,../data/adapt/adapt_sample_2033_noisy.wav,ألف جنيه,1.152
adapt_sample_2034_noisy,../data/adapt/adapt_sample_2034_noisy.wav,أخيرا,1.071
adapt_sample_2035_noisy,../data/adapt/adapt_sample_2035_noisy.wav,مع الماتش,0.6791875
adapt_sample_2036_noisy,../data/adapt/adapt_sample_2036_noisy.wav,يا شيخه حرام عليكي يا شيخه حرام عليكي والله أنا أعصابي تعبانه لوحدها,6.6
adapt_sample_2037_noisy,../data/adapt/adapt_sample_2037_noisy.wav,بسم الله الرحمن الرحيم,1.272
adapt_sample_2038_noisy,../data/adapt/adapt_sample_2038_noisy.wav,متشتميش بس عشان بنصور,3.792
adapt_sample_2039_noisy,../data/adapt/adapt_sample_2039_noisy.wav,بيستوي,0.696
adapt_sample_2040_noisy,../data/adapt/adapt_sample_2040_noisy.wav,أنا معرفش هو إيه بس إحنا متأملين في إنه من الله كده يكون فهد,4.344
adapt_sample_2041_noisy,../data/adapt/adapt_sample_2041_noisy.wav,كان عايز أنزل,1.071
adapt_sample_2042_noisy,../data/adapt/adapt_sample_2042_noisy.wav,أه الحمد لله بسلي نفسي أهو,2.232
adapt_sample_2043_noisy,../data/adapt/adapt_sample_2043_noisy.wav,المستندات الخاصه بيا في حاجات تانيه بقى نقدمها مع الورق ده أه في حاجات بقى اللي تثبت إن انت هترجع تاني,12.432
adapt_sample_2044_noisy,../data/adapt/adapt_sample_2044_noisy.wav,ده الكلام ده في المسمط,1.28
adapt_sample_2045_noisy,../data/adapt/adapt_sample_2045_noisy.wav,بجد أحمد,1.306125
adapt_sample_2046_noisy,../data/adapt/adapt_sample_2046_noisy.wav,محلات الفول من زمان من سلوها,3.096
adapt_sample_2047_noisy,../data/adapt/adapt_sample_2047_noisy.wav,أنا عارفه إن أنا هقعد معاك مره في يوم من الأيام,2.8735
adapt_sample_2048_noisy,../data/adapt/adapt_sample_2048_noisy.wav,إحنا في تاني فرع صح كده,1.752
adapt_sample_2049_noisy,../data/adapt/adapt_sample_2049_noisy.wav,بس,1.488
adapt_sample_2050_noisy,../data/adapt/adapt_sample_2050_noisy.wav,بابا غنوج,1.1755
adapt_sample_2051_noisy,../data/adapt/adapt_sample_2051_noisy.wav,سلام عليكم,0.72
adapt_sample_2052_noisy,../data/adapt/adapt_sample_2052_noisy.wav,ده الحب,1.12325
adapt_sample_2053_noisy,../data/adapt/adapt_sample_2053_noisy.wav,يمكن بقى عشان سريع أكيد يعني,1.8285625
adapt_sample_2054_noisy,../data/adapt/adapt_sample_2054_noisy.wav,صيدله,1.0188125
adapt_sample_2055_noisy,../data/adapt/adapt_sample_2055_noisy.wav,الحب ده اتنين اتقابلوا مع بعض,2.795125
adapt_sample_2056_noisy,../data/adapt/adapt_sample_2056_noisy.wav,اللي هو إيه,1.33225
adapt_sample_2057_noisy,../data/adapt/adapt_sample_2057_noisy.wav,أهم لا ده حقنا إحنا ما نقطع تذكره بخمسه جنيه ونغمسهم بخمسه جنيه,4.5453125
adapt_sample_2058_noisy,../data/adapt/adapt_sample_2058_noisy.wav,ورقة إيه ورقة اللي هي الإتش أر أو الشغل اللي انت شغال فيه أول حاجه لازم يتكتب إن انت راجل مسافر في الوقت ده طبعا انا بحدد تذكرة الطيران وبحدد,16.488
adapt_sample_2059_noisy,../data/adapt/adapt_sample_2059_noisy.wav,أه ذكرياتك المعفنه دي,2.0375625
adapt_sample_2060_noisy,../data/adapt/adapt_sample_2060_noisy.wav,يعني بحب اشجع بس ولاد بلدي بس,2.1420625
adapt_sample_2061_noisy,../data/adapt/adapt_sample_2061_noisy.wav,الساعه شايفين الساعه دي الساعه دي تبقى في ضهري همشي شمال في وش الكوكب,10.368
adapt_sample_2062_noisy,../data/adapt/adapt_sample_2062_noisy.wav,رقم السوشيال سوشيال طبعا بالنسبه لعقد العمل ممكن وارد جدا إن انت تقدم بعقد عمل اللي الناس بتعمله عشان خاطر تاخد دور تمام,11.664
adapt_sample_2063_noisy,../data/adapt/adapt_sample_2063_noisy.wav,إيه,0.7836875
adapt_sample_2064_noisy,../data/adapt/adapt_sample_2064_noisy.wav,لو عاوزين تعملوا بحث أو سيرش على جوجل أو حد تاني يكتب الإسم ده ده اللي هي يعتبر بيقولوا عليها هنا مثلا الجمعيه بالعربي و لكن إنت الترجمه بتاعتها,20.112
adapt_sample_2065_noisy,../data/adapt/adapt_sample_2065_noisy.wav,البصترمه أنت حطيتلو بصترمه أه طب لأ اعملها تاني معلش,3.648
adapt_sample_2066_noisy,../data/adapt/adapt_sample_2066_noisy.wav,حب ملوش,0.9143125
adapt_sample_2067_noisy,../data/adapt/adapt_sample_2067_noisy.wav,التليفزيون انا بصور دلوقتي,3.24
adapt_sample_2068_noisy,../data/adapt/adapt_sample_2068_noisy.wav,حلو,1.176
adapt_sample_2069_noisy,../data/adapt/adapt_sample_2069_noisy.wav,بعد كده اتجوز فوقيها برضو اتجوز تاني,3.192
adapt_sample_2070_noisy,../data/adapt/adapt_sample_2070_noisy.wav,هي حلوه بصراحه,1.728
adapt_sample_2071_noisy,../data/adapt/adapt_sample_2071_noisy.wav,طبعا التجار التجار الموجودين اللي هما بيشتروا منك ويبيعوا في السوق مش تجار ال,6.144
adapt_sample_2072_noisy,../data/adapt/adapt_sample_2072_noisy.wav,أنا من إيطاليا,1.28
adapt_sample_2073_noisy,../data/adapt/adapt_sample_2073_noisy.wav,بس بجد بجد الحلقه دي هتتزاع إمتى عشان أجيبها,2.951875
adapt_sample_2074_noisy,../data/adapt/adapt_sample_2074_noisy.wav,عم بشندي هو إحنا إحنا بقالنا كام سنه يا عم بشندي,5.04
adapt_sample_2075_noisy,../data/adapt/adapt_sample_2075_noisy.wav,يا جدعان,1.56
adapt_sample_2076_noisy,../data/adapt/adapt_sample_2076_noisy.wav,حطيت الأسامي مذاكره,1.149375
adapt_sample_2077_noisy,../data/adapt/adapt_sample_2077_noisy.wav,زي جبنه بيضه بيضا بعيون خضرا يعني,1.9069375
adapt_sample_2078_noisy,../data/adapt/adapt_sample_2078_noisy.wav,يعني إيه ظهير أيمن,1.489
adapt_sample_2079_noisy,../data/adapt/adapt_sample_2079_noisy.wav,ويرزقكم ويبارك لكم,1.896
adapt_sample_2080_noisy,../data/adapt/adapt_sample_2080_noisy.wav,البس ده يا جماعه خرب بيت مزرعة واحد صاحبي و أكل البط بتاعه و الفراخ بصوا يا جماعه عامل إيه في البطه,8.424
adapt_sample_2081_noisy,../data/adapt/adapt_sample_2081_noisy.wav,وده بيبقى موجود من أول يوم لىخر يوم وده طبيعي لكن اللي يهمنا دايما في التقرير التاجر بيلم,6.312
adapt_sample_2082_noisy,../data/adapt/adapt_sample_2082_noisy.wav,لا,0.574
adapt_sample_2083_noisy,../data/adapt/adapt_sample_2083_noisy.wav,أنا سمعت عن الموطن المنتخب كان بيلعب كاس الأمم الأفريقيه,3.5004375
adapt_sample_2084_noisy,../data/adapt/adapt_sample_2084_noisy.wav,تعالي اتصرفي,1.2
adapt_sample_2085_noisy,../data/adapt/adapt_sample_2085_noisy.wav,دي كمان حتيتي,1.28
adapt_sample_2086_noisy,../data/adapt/adapt_sample_2086_noisy.wav,اللي ربنا يقسم بيه علشان خاطر اوعي يا,5.976
adapt_sample_2087_noisy,../data/adapt/adapt_sample_2087_noisy.wav,طبعا مش محتاج أقول بقى وأكد إن معنى إن نزول واحد بس أو اتنين أو حتى تلاته الدنيا بتبقى عامله ازاي,8.088
adapt_sample_2088_noisy,../data/adapt/adapt_sample_2088_noisy.wav,طول عمرك,1.201625
adapt_sample_2089_noisy,../data/adapt/adapt_sample_2089_noisy.wav,أنا بضحك على حد,1.12325
adapt_sample_2090_noisy,../data/adapt/adapt_sample_2090_noisy.wav,إيه أكتر حاجه تخلي الناس تجيلك من اخر الدنيا عشان تاكل فول عم بشندي,5.712
adapt_sample_2091_noisy,../data/adapt/adapt_sample_2091_noisy.wav,أقسم بالله,0.8881875
adapt_sample_2092_noisy,../data/adapt/adapt_sample_2092_noisy.wav,من ناحية إن أنت تكون صنايعي يعني إنت تبقى صنايعي تقدر تعمل فيها فلوس حلوه جدا لكن اللي بيشتغل حاجه معينه في قلب مطعم في قلب شركه في قلب مش عارف إيه بيكون الفلوس بتاعته هو الراتب معروف بتاعه كذا,11.76
adapt_sample_2093_noisy,../data/adapt/adapt_sample_2093_noisy.wav,بمجرد بقى ما بتخش من البوابه تبص تلاقيها على إيدك اليمين الترام اللي عمله البارون ده هنا في مصر الجديده علشان يشجع الناس إن هما ييجوا من وسط البلد اللي كانت بعيده جدا عن مصر الجديده وقتها,14.808
adapt_sample_2094_noisy,../data/adapt/adapt_sample_2094_noisy.wav,ممكن يجيبوا أحمد فتحي أحمد فتحي,2.481625
adapt_sample_2095_noisy,../data/adapt/adapt_sample_2095_noisy.wav,الفندق فبحدد برضو الوقت اللي أنا مسافر فيه,4.8
adapt_sample_2096_noisy,../data/adapt/adapt_sample_2096_noisy.wav,حرام,0.6
