audio,transcript
test_sample_3087_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3088_noisy,اللي هو تلاته يعني تالت يوم تاريخ كذا تعملها كده مخليه بسريلهم يعني خليهم كده من الأربعه و واحد إتنين تلاته أربعه ها كده تمام
test_sample_3089_noisy,منظر ده بس هو ده هو ده أنا أنا المرضى ده يؤثرني يعني فهو مفهوم ده مبيعرفوش أصلا
test_sample_3090_noisy,يا نهار أبيض من المهن الموسيقيه من المعهد من المهن الموسيقي من الموظفين
test_sample_3091_noisy,الراجل لما يشوف الورق ده برضه هو أنا كبرت فيه أه والله
test_sample_3092_noisy,زرعاتي معاها ضربت
test_sample_3093_noisy,بتاع الظرف اتأكدلي بس ميقدرش تمام
test_sample_3095_noisy,ربنا يبارك لكن شعرك لكن شبكة شبكة شبكة شبكة شبكة شبك
test_sample_3096_noisy,يعني أنا هنا مبتكلمش عربي شباب مبكلمش عشان يغير مع أصحاب اللي هما العربي اللي هما أصلا مش هيخدواكروا حاجه غير إنك بتتكلم معاهم بس صباح الخير مساء الخير فمش ما فيش ما فيش منهم فايده غير
test_sample_3097_noisy,طب و نازل <fil> <fil> <fil> <fil> <fil> <fil> <fil> الزمالك
test_sample_3098_noisy,لا يلا يلا ي ي ي ي ي
test_sample_3099_noisy,من المطبخ و لا كده <fil> <fil>
test_sample_3100_noisy,أبو صلى الله عليه وسلم عليه الصلاة والسلام
test_sample_3101_noisy,جه كهربا
test_sample_3102_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> حاسس إن أنا معنديش حاسس إن
test_sample_3103_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> بالإشاره
test_sample_3104_noisy,وسعيد الهوا
test_sample_3105_noisy,لا ممكن أجيب قديمه على قد إيه
test_sample_3106_noisy,الأول
test_sample_3107_noisy,في كده في رمضان كده أنا من صحابي دول
test_sample_3108_noisy,تمنميه سبعه و عشرين يونيو اتناشر السينما كنت بدفعهم و جودة التعليم في أسبانيا من أفضل عشر دول في العالم ومعتمده في أي مكان على الكوكب
test_sample_3110_noisy,إن شاء الله إنت أول مره تحمل معايا شغل
test_sample_3111_noisy,الونش
test_sample_3112_noisy,ها
test_sample_3113_noisy,لا لا لا لا لا لا لا لا لا
test_sample_3114_noisy,مش مهم الشباب يقدر إن هو المهم اللي يحب الإنسان مش مهم الشكل
test_sample_3115_noisy,إن هما أهل الأصوات دي أفضل الناس
test_sample_3116_noisy,عارف مين تاني
test_sample_3117_noisy,صوره مشهور مش في فور مش في فور مش في فور مش في فور مش في فور مش في فور مش في فور مش في فور
test_sample_3118_noisy,برافو
test_sample_3119_noisy,بسم الله الرحمن الرحيم
test_sample_3120_noisy,أنا بعمله
test_sample_3121_noisy,بقت دايما يعني بكل مره بحاول إيه
test_sample_3122_noisy,بوجود
test_sample_3123_noisy,طيب الحمد لله الحمد لله يعني الحمد لله الحمد لله يعني الحمد لله الحمد لله يعني الحمد لله الحمد لله يعني الحمد لله الحمد لله يعني الحمد لله
test_sample_3125_noisy,بسم الله الرحمن الرحيم بسم الله الرحمن الرحيم بسم الله الرحمن الرحيم
test_sample_3126_noisy,ثلاثة
test_sample_3127_noisy,شقيه <fil> شقيه
test_sample_3128_noisy,السنه بالطريقه دي زي ما انتو شايفين
test_sample_3129_noisy,<fil> فأول شمال فأول شمال في أول ليله إنت كده عرفت الطريق ولو تغي يسأل على إيه مكتب في غير أمريكا
test_sample_3130_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3131_noisy,موضوع برضو في المعده عندي برضو في معلتش إيه
test_sample_3132_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_3133_noisy,الناس اللي فاتحه من الزمالك
test_sample_3134_noisy,السيوله السياسيه السياسيه الس
test_sample_3135_noisy,معناها في التصوير
test_sample_3136_noisy,أكرم جامعة عين شمس
test_sample_3137_noisy,سبعه
test_sample_3138_noisy,أب وأمش باي باي باي باي باي باي باي باي باي باي باي باي با
test_sample_3140_noisy,<fil> <fil> <fil> <fil>
test_sample_3141_noisy,هادي إيدي إيدي إي
test_sample_3142_noisy,فالمهم قطعت من البلد روحت روما قعدت خمس دقايق <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fi
test_sample_3143_noisy,اتكلم بقى بعد الراجل
test_sample_3144_noisy,فول عمل مثلا
test_sample_3145_noisy,السلام عليكم و رحمة الله و بركاته وجمعه من إيه يا ربي كله بخير إحنا هنتكلم النهارده عن حلقه مفيده جدا إن شاء الله
test_sample_3146_noisy,الطعميه
test_sample_3147_noisy,هتيجي تقعد في جنبي في الطابور اللي أنا مش عارف أقوله من اخر ده
test_sample_3148_noisy,بس حتى لو الجبيه جابت نمش هو على فكره نمساعدوه هو معهد النمس
test_sample_3149_noisy,هيديونا كانت طعم ممتازه يعني هتبقى وليه بسم الله ما شاء الله هيتكيف منها
test_sample_3150_noisy,هو يتفاه دي <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3151_noisy,لازم أرادي لنفسي أخد بقى أرضين شيش حتة لازقه
test_sample_3152_noisy,و في لحظه بعد داعيتين تلاته هتلاقي ما أجيبه إتجبست وهتلاقي موقف ستين ده هيتاخدوا
test_sample_3153_noisy,كل كليه بيبقى ليا اختبار قمول و بيبقى مش سهلت
test_sample_3155_noisy,اسم الوايلي
test_sample_3156_noisy,يصحح
test_sample_3157_noisy,عادي ما له سفنه هديه هديه <fil> <fil> <
test_sample_3158_noisy,اخر مره فعلا مستنيه قولت الغير الأوروبي البدايه إن أنا أطلقها بس بنفسه أنا هكلمك و حسيت عليها اكتبي عنك كده
test_sample_3159_noisy,<fil> <fil> <fil>
test_sample_3160_noisy,عشان نعمل ده ضربات لأن طبعا نعظمه من عارفين معظم الأمراض بتيجي من إيه من فران سنه من غير الجودرين قراص
test_sample_3161_noisy,بقولك ضربت مراقبه راحه و قدونيه بالإسم
test_sample_3162_noisy,وقابل ناس و كده وراها وراها وراها وراها وراها وراها وراها ورا
test_sample_3163_noisy,الزعامه عادل شغال
test_sample_3164_noisy,السلام عليكم و رحمة الله و بركاته إحنا طبعا في اليوم التالت مش اليوم التاني عشان اليوم التاني إحنا جبتلي نظامها
test_sample_3165_noisy,هي صغيره الفل على السياسيين اللي زي حالاتي اللي صاحيين الصبح أنا صاحي الساعه خمسه أو نص مثلا لهفه لا لا لا لا <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3166_noisy,لكن لوحدي في السياسي في السياسه في السياسه السياسي
test_sample_3167_noisy,الشنوي
test_sample_3168_noisy,طبعا من فصيلة النمو
test_sample_3170_noisy,أو سبب إن إنت بتكره المكان كله مبتقدرش ترد حمام وبتزاع من الحمام وبتسيب الحمام
test_sample_3171_noisy,ما شاء الله إحنا دلوقتي بنقول لما جه جول جروب إفريقيا فينا إنت عملت إيه
test_sample_3172_noisy,فرحانه جدا جدا فرحان
test_sample_3173_noisy,عشان أجي أفطر عند عام بساندي عم بشمدي سكان مدينة نصر و مذاكره جيت الفور اللي على حقك
test_sample_3174_noisy,<fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3175_noisy,العلامات بتاعته اللي هو إيه ساكن في المكان ده ده اللي هو طبعا بيبقى ساكن في مكان وبيروح للإيه للبيوته القريبه
test_sample_3176_noisy,فعشان <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3177_noisy,<fil> <fil> قبل كده
test_sample_3178_noisy,فخلي بالك الله يرضى عليك و إنت ماسك الحاجب إيدك وحاجه تكون حاضر جدا جدا يعني
test_sample_3179_noisy,يعني أنا قصدي هاتبه و هعامل الناس و أكيد أكيد يعني اللي مستحيل أصل قلبي أكيد شغال يعني
test_sample_3180_noisy,طيب <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> هنا بي
test_sample_3181_noisy,السلام عليكم ورحمة الله وبركاته
test_sample_3182_noisy,اللي هي الرعب بعد الجواز جاب من ليها براسي وبس
test_sample_3183_noisy,وعارف
test_sample_3185_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3186_noisy,أهم حاجه زي ما قولتلكوا جماعة تحذروا لو معاه جونتيل بس هو إنتي عشان ده سمي قوي جدا جدا جدا
test_sample_3187_noisy,أهلا وسهلا
test_sample_3188_noisy,كنا قاعدين على مكاتب وأعمل حسابك إن إنت أول سنه لازم تتبهدل فيهم إيه المشكله إن أنا بهدف سريع إن أنا يبقى معايا وهما <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3189_noisy,عارفين قيمة فول عمرو رسول الله صلى الله عليه وسلم عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام
test_sample_3190_noisy,ازاي
test_sample_3191_noisy,يا عم
test_sample_3192_noisy,على قد ما إن شاء الله بإذن الله إن شاء الله بإذن الله إن شاء الله بإذن الله إن شاء الله بإذن الله إن شاء الله بإذن الله إن شاء الله بإذن الله إن شاء الله بإذن الله إن شاء الله بإذن الله إن شاء الله بإذن الله إن شاء الله بإذن الله إن شاء الله بإذن الله
test_sample_3193_noisy,العشب
test_sample_3194_noisy,فممكن يدخل على النمس جوه البوبي عشان يموت النبي صلى الله عليه وسلم عليه الصلاة والسلام عشان يموت
test_sample_3195_noisy,بس أنا ضربت المراقب
test_sample_3196_noisy,تيجي بقى حتة نهاية طريقه بالنضافه بتاعت الأكل إيه بتاعت حضرتك زي ما انتو شايفين كده تجيبلي حتة اللي فيها إيه لحمه كده عشان هيكل ويستمر عن كده واستماخ
test_sample_3197_noisy,وبقيت معندكوش رموز هنديه ندخل الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام
test_sample_3198_noisy,السلام عليه الصلاة والسلام عليه الصلاة والسلام
test_sample_3200_noisy,أولا هيبقى قلبي على قلب بعض اللاعيبه كلها عيد واحده هي تسعينه تسعينه تسعينه
test_sample_3201_noisy,صلاح النبي صلى الله عليه وسلم عليه الصلاة والسلام
test_sample_3202_noisy,لو حابين نخليكي أوروبيه أنا أعمل إيه
test_sample_3203_noisy,<fil> <fil> <fil> <fil> <fil>
test_sample_3204_noisy,عندهم بسرعه <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3205_noisy,كنت بقى من شيك معلم
test_sample_3206_noisy,مشاهدينا في كل مكان وأحمد القناه إحنا دلوقتي مع الحج بيوس الرجل الطيب
test_sample_3207_noisy,إنت عملت بقى أول مره أشوفها يا جماعه
test_sample_3208_noisy,بتاع البني آدم هطلع بقى إيه
test_sample_3209_noisy,بيعملو مصر في مطحونه هنا بيعمل الفول الحب اللي بالأدرى أيوه المنظر ده
test_sample_3210_noisy,ماشي إنت يثبتني للشيخ
test_sample_3211_noisy,أوكيه
test_sample_3212_noisy,في عيش ده عايش من أبوك يعني معرفش بالنسبالهم يعيش غالي يعني
test_sample_3213_noisy,أه
test_sample_3215_noisy,إن شاء الله
test_sample_3216_noisy,وبتاخد قرآني إم يعني الموضوع على بعضها محتاج بس فايد ومحتاج حاجات عشان نتكلم في حاجات في حاجات كتير
test_sample_3217_noisy,وحجمها و و الزيت و ال عايز أقولك و الله العظيم لا تكلف في الجموده بتاعتي على الفول
test_sample_3218_noisy,البسيطه اللي هي خلي بالك هي قصه من دلال عظيم
test_sample_3219_noisy,
test_sample_3220_noisy,البضاعه اللي البضاعه اللي البتاعه اللي البتاع
test_sample_3221_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> 
test_sample_3222_noisy,بتساعد على السلامه ومره
test_sample_3223_noisy,ماشي واقع
test_sample_3224_noisy,بتاخدها معاك وانت رايح الموعد بتاعك هي اللي بتحددلك بتاخد بقى معاها كل الأوراق دي اللي إنت قدمتها في الأول خالص اللايه اللي إحنا قولناها إيه النفوذ والسلطه
test_sample_3225_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3226_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> 
test_sample_3227_noisy,واقفه قولتله عليه شوية إيه شوية ميه زي ما انتو شايفين كده
test_sample_3228_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_3230_noisy,أنا فرنسي إن دلوقتي
test_sample_3231_noisy,هدي اسكندريه بصراحه كويس والكلام ده خالص
test_sample_3232_noisy,بس أنا
test_sample_3233_noisy,يعني من وجهة نظري ممكن يكون أحسن يعني
test_sample_3234_noisy,أبويا فيه
test_sample_3235_noisy,اللي صلاة النبي صلى الله عليه وسلم عليه الصلاة والسلام عليه الصلاة والسلام
test_sample_3236_noisy,في بقى ربنا بيكرمك
test_sample_3237_noisy,أيوه
test_sample_3238_noisy,صلى الله عليه وسلم عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام
test_sample_3239_noisy,مؤسسة نبض الصدقه
test_sample_3240_noisy,و نزل باللغه اللغه اللغه ال
test_sample_3241_noisy,بالراحه
test_sample_3242_noisy,بقاله بقى
test_sample_3243_noisy,أنا
test_sample_3245_noisy,اعملك ايه ايه ايه ايه اعملك ايه ايه ايه ايه ا
test_sample_3246_noisy,يعني اللي أنا ميدلت اللي أنا جيت فيه ضواريه
test_sample_3247_noisy,بيبقى واحده سنه أه والله العظيم أقسم بالله بس أنا ميخدش من حمام حصوايا واحده
test_sample_3248_noisy,اتعلمت اتعلمت رربعه إيه
test_sample_3249_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <f
test_sample_3250_noisy,أي دوله قبل ما تيجي قبل ما تيجي تجيب معاك التلاته أو رقده تشبيه
test_sample_3251_noisy,وده أنا قدامهم بيغيفولي علبه من غير خلطه خالص من غير التعويم ده خالص
test_sample_3252_noisy,مامي مامام مامام مامام
test_sample_3253_noisy,<fil> طعميه طعميه طعميه
test_sample_3254_noisy,إيه يا بني
test_sample_3255_noisy,الأزمه
test_sample_3256_noisy,مين
test_sample_3257_noisy,لاع لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا
test_sample_3258_noisy,لأ ده أنا عايزه أ ست عايزه أس تصلح كام من نقطه عايزه أس تصلح كام من نقطه عايزه أس تصلح كام من نقطه عايزه أس تصلح كام من نقطه عايزه أس تصلح كام من نقطه عايزه أس تصلح كام من نقطه عايزه تصلح كام من
test_sample_3260_noisy,الرئيس السادات لو هي عاقب اللاعيبه على الهزيمه بتاعتي
test_sample_3261_noisy,يعني إنت شقيان
test_sample_3262_noisy,حابات تيم و أبات كتير ويعبدتي ويعبدتي
test_sample_3263_noisy,لأ هو أنا اللي بعد اللي بقوله
test_sample_3264_noisy,أقول شرعي مين بعد الشرطه على طول بعد الشر
test_sample_3265_noisy,في البيت وتعمل إيه معاك
test_sample_3266_noisy,قولي يا رب يستر فارق تكون صح ويكبوا شيرين وحشه ابتدت تشتري لنفسه ويكسب وشيال ولادي الحرام
test_sample_3267_noisy,أهو المره دي ناس كتيره أوي أوي المره دي ناس كتيره أوي أوي المره دي بنفسك
test_sample_3268_noisy,ايوه
test_sample_3269_noisy,تمام هقوله صاحب مثلا إن أنا بشتغل إيه أنا هبعتلك كل شهر اتنين و تلاتين يره و هبعتلك مين تاني يوم يبقى هبعتلك تلتميه و تلاتين بدل ماتين و تلاتين
test_sample_3270_noisy,إيه
test_sample_3271_noisy,بيلعب في لهني صح
test_sample_3272_noisy,بعدها عملت إيه
test_sample_3273_noisy,بسم الله
test_sample_3275_noisy,لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا
test_sample_3276_noisy,ويعمل ربع بايديه ويعمل ربع بايديه ويعمل وربع
test_sample_3277_noisy,هو اللي جالنا كله خد فوازير
test_sample_3278_noisy,الموجوده
test_sample_3279_noisy,أيوه
test_sample_3280_noisy,إحنا عندنا عودة الخواج زي ما بيقولوا
test_sample_3281_noisy,في إيه ملاقي لحد
test_sample_3282_noisy,بالعقاب ما عيني
test_sample_3283_noisy,علي ضبطنه
test_sample_3284_noisy,طيب خلافه تلعبه بيلعبوا بيلعبوا يلعبوا بيلعبوا بيلعبوا يلعب
test_sample_3285_noisy,الله تسميلي
test_sample_3286_noisy,بس أنا عايز إيطاليا عايز ورق فلازم أفرح إيه أدفع ضرايب فالناس بتعملها بتيجي مثلا عند ناس بتبيع وأقودها حقه حقيقي
test_sample_3287_noisy,بتتجسد في الشخصه اللي إنت عايزها عايزها عايزها عايزه تتجس في الشخص
test_sample_3288_noisy,بلدي
test_sample_3079_noisy,عايزين يبتدي يوروبايه أنا أعملك إيه
test_sample_3094_noisy,سيفا الفرقه دي جابوا جوه المساعدات الدور ستاشر وجابوا الجون سعد زغلول تمانين
test_sample_3109_noisy,تت
test_sample_3124_noisy,المتحف البريطاني في دماغه العربيه
test_sample_3139_noisy,اااه
test_sample_3154_noisy,وهيجي داخل على الميه ليهم مدينة نجيب مدينة مدين مدينة نصر هيصرب وهيئه تماما تمام
test_sample_3169_noisy,فهو <fil> <fil> <fil> <fil> <fil>
test_sample_3184_noisy,بتخاف منهم جدا جدا جدا يعني لأن بيفرزكوا الحته اللي هما بيحطو فيها بيدمروها
test_sample_3199_noisy,ماشي نستنى بقى يا عيني إنت
test_sample_3214_noisy,<fil> قاعده قلت إن قاعده كده ليه
test_sample_3229_noisy,عبد الدينا بقى
test_sample_3244_noisy,و بيجي يكمل الفراخ وياخد الإيه
test_sample_3259_noisy,مني مين من هنا يعني حصل أنا مخلفتهش ملعبه
test_sample_3290_noisy,يعني <fil> <fil> <fil> هي اللي موجوده دلوقتي
test_sample_3291_noisy,مارك
test_sample_3292_noisy,جيده أوروبا هيكون شكله عامل ازاي
test_sample_3293_noisy,<fil> <fil> <fil> <fil> <fil>
test_sample_3294_noisy,ما تروحش ترمي أي فلوس تجمعات خاصه أو تقدر بقى تحط في البنك حداشر ألف وستين يومه إيه في الفيديو ده متكملوش لحد هنا
test_sample_3295_noisy,ثاف شاف تواضع اللي بره عليه
test_sample_3296_noisy,طيع بقى إم
test_sample_3297_noisy,وأبويا اللي جنبك في المسأله
test_sample_3298_noisy,عشان هو بيطاير الأكل اللي قلوبنا
test_sample_3299_noisy,وشيء يقي
test_sample_3300_noisy,<fil> وما <fil> بيقولك <laugh> <lauugh> <laugh> <laugh> <laugh> <laugh>
test_sample_3301_noisy,يعني <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3302_noisy,بقىوي
test_sample_3303_noisy,أول حاجه لو معاك فلوس خدها كده زي الشطر وفطات البنك ودرس في علمانيه مجانا متفكرش تروح روسيا ولا تركيا لأنك هتصرف تقريبا كل فلوسك على جودة التعليم أه قاله ممكن ترجع تبتدي من الأول
test_sample_3305_noisy,لو لقطة البطاطس هقولك على حاجه
test_sample_3306_noisy,فلازمة اللغه هنا إن إنت محتاج تشتغل مع حد مش عربي فعشان تشتغل مع حد مش عربي لازم يكون معاكوا على الأقل خمسين في الميه بتعرف تتأقلم يعني تفهم هو عايز يقولك إيه <fil> الإنجليزيه هي ضروريه جدا يعني مش
test_sample_3307_noisy,إنتو إيه بقى قوليلي يعني قوليلي أنا
test_sample_3308_noisy,بقى بيطلعلي كام في الشعر انتي و جوزك بقى
test_sample_3309_noisy,خلاص كفايه كده خلاص
test_sample_3310_noisy,واحد ماشي على الدوري صاحبنا يقولك أنا ماشيي متين وأربعين و العداد أسره العربيه عداد العربيه
test_sample_3311_noisy,صحيح يا حبيبتي هتخش إن شاء الله
test_sample_3312_noisy,فرحه هي فرخة بوست
test_sample_3313_noisy,هقولكوا إسم المكتب إيه
test_sample_3314_noisy,إعملي تبقي فول يلا بينا
test_sample_3315_noisy,بالإشتراك إن شاء الله في القناه اللي يسر كل ما هو جديد هو السلام عليكم و رحمة الله و بركاته
test_sample_3316_noisy,بتلعب في حاله لو
test_sample_3317_noisy,<fil> شنط
test_sample_3318_noisy,طيب إحنا هنا في فرعه
test_sample_3320_noisy,في فضع هو الناشئه
test_sample_3321_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> 
test_sample_3322_noisy,بغاني ور وات وبعد كده بقدم صورة الجواز بقدم صورك الهويه اللي هي البتاعه
test_sample_3323_noisy,أي حد معاه قوم أو أي حد معدي يساهم يقدر يعمل قهوه مفيهاش أشهر ما فيش عشق مفيهاش أشهر ما فيش عشق مفيهاش أشهر ما فيش عشق مفيهاش أشهر ما فيش عشق مفيهاش أشهر ما فيش عشق مفيهاش أشهر ما فيش عشق مفيهاش أشهر ما في
test_sample_3324_noisy,مرات جنبي باخد البطاطس فاضيه
test_sample_3325_noisy,قولي السكر الحديثه
test_sample_3326_noisy,أنا ممكن أستأذن حضرتك أنا ممكن قالت الزعيم محمد أنور السجاير مبعرفش أقعد على الكوره و أنا بحب الكوره
test_sample_3327_noisy,طب لو الميزانيه برضو أقل من ربع مليون نعمل إيه بص أنا معاك للآخر إن شاء الله بس لو ميزانيتك تكفي حاجه من اللي أنا قولتلهم دول حاول مكملش الفيديو على قد ما تقدر تبص لو الميزانيه عندك أقل من الرابعه مليون فبولان ده بتاخد أقل كشف حساب بنكي في أوروبا كلها
test_sample_3328_noisy,إحنا الأسواق في فواز
test_sample_3329_noisy,دي بتدعي <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3330_noisy,ده ملعبش معانا تاني بقى
test_sample_3331_noisy,أسيوط الوايلي
test_sample_3332_noisy,عندي بيت بيسمى جسمي جسمي بكره أه عشان خاطري في ناس كتير تقولي إيه أنا البيت بإسم أبويا وبتاع هو بإسم أبوك مش بإسم
test_sample_3333_noisy,إحنا في رمضان ظاهر خير وبركه و شهر كان كل اللي ظاهر خير وبركه و شاعر كام كله
test_sample_3335_noisy,إمتى تاريخ تعيني إيه إمتى إشتغلتوا في الشركهنيه و إن أنا نزلت على رأس عملي
test_sample_3336_noisy,لأ البوبيه ثانيه
test_sample_3337_noisy,ده بقى باب إيه ده ده بأصانصيل فيه تفاصيل فهو باقي داخل الأصل ده كان ثوره في الزمن ده مكنش لسه في أسانسيرات دي الكهربا يعني كتير في الوقت ده فده كان يعني حديث المدينه كمان في الأرض
test_sample_3338_noisy,
test_sample_3339_noisy,الحمد لله بالنسبالنا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا
test_sample_3340_noisy,إتجوزت عليه
test_sample_3341_noisy,أنا وازاي يعني أنا قعدت مع أصحابي الولاد عادي بس هو أنا أصحابي الولاد عادي بس هو أنا أصحابي الولاد عادي بس هو أنا أصحابي الولاد عادي بس هو أنا أصحابي الولاد عادي بس هو أنا أصحابي الولاد عادي بس هو أنا أصحابي الولاد عادي بس
test_sample_3342_noisy,عايزين نغير اسمه إيه الحب ده من البنوكين لحاجه تانيه هنسميه ولا نبول عليه إيه
test_sample_3343_noisy,تمانيه و عشرين واحد تمام و الشركه معندهاش مان
test_sample_3344_noisy,يا أخويا
test_sample_3345_noisy,<fil> في <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3346_noisy,عشان المشاهدين يعرفوا المستوى قد ما كان كان كل واحد عنده
test_sample_3347_noisy,<fil> ربنا
test_sample_3348_noisy,<fil> <fil> <fil>
test_sample_3350_noisy,أه
test_sample_3351_noisy,المستوى ده
test_sample_3352_noisy,هو الصديق الوفي
test_sample_3353_noisy,<fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3354_noisy,أه
test_sample_3355_noisy,و لا وعظه
test_sample_3356_noisy,
test_sample_3357_noisy,ملهاش حته منها حته منها حته منها حته منها حت
test_sample_3358_noisy,محمد
test_sample_3359_noisy,إمتى بقى
test_sample_3360_noisy,نازل السينما الصلاة والسلام الصلاة والسلام الصلاة والس
test_sample_3361_noisy,<fil> بابا أعمليا
test_sample_3362_noisy,أنا عندي خمستاشر شريهان في شركات شركه شراكه شراكه شراكه شراك
test_sample_3363_noisy,مشروع في هاش البراء أهلها أه أنا باشا البركه أهلها أهل البركه أه
test_sample_3365_noisy,وراه حلوه يعني
test_sample_3366_noisy,و الله
test_sample_3367_noisy,وشفاهم
test_sample_3368_noisy,إيه صانع الألعاب
test_sample_3369_noisy,ماشي مين
test_sample_3370_noisy,و أي تامر فحابل الصغيره كتير جدا يعني و هتضطر إن إنت هتجيب كيس خليك معايا ركز معايا في الحته دي هتجيب كيسان مشابي كده و هتسيب دي الفاتحه دية
test_sample_3371_noisy,قابل لليك
test_sample_3372_noisy,هو على هبدل يلا بينا يلا بينا يلا بينا يلا
test_sample_3373_noisy,طب يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بي
test_sample_3374_noisy,دي نعمل إيه بقى ده بقى المجال يا جماعه عشان تعرفوا لما اقولكوا نضمن المجال صدقوني مع المشويات هتلاقيه مع الأسماء هتلاقيه مع الفلسطيني هتلاقي
test_sample_3375_noisy,بسرعه مصري وقت مع الفدانين
test_sample_3376_noisy,لا لا لا لا ده اللي عزه
test_sample_3377_noisy,وقتها هنا هي مفطرشها إيه في المكان ده
test_sample_3378_noisy,على الله سبحانه وتعالى عنه كبشه من الاتنين دول يا إما تشتغل فقرة من سنه لتلاتين تجمع فلوس بتحطها في البنك وتيجي هنا مثلا أثبتتدرس على حسابك
test_sample_3380_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3381_noisy,و هاخدك على حجره ورايحه أول ماكتب بدل ما هقولك المكتبه دي في ناس ده في ناس حتى ربنا و في ناس بتقدمك الراجل لله بس في ناس
test_sample_3382_noisy,بعصبه
test_sample_3383_noisy,نعمه يا فندم
test_sample_3384_noisy,و لازم تشترك سلامو عليكو
test_sample_3385_noisy,قالك إن إنت اللي مش
test_sample_3386_noisy,<fil> <fil> <fil> <fil> <fil> <fil>
